text,__id__,__filename__,,
Focused for Middle-Grades Mathematics strategies,0,mtms2007-11-200a,,
Vocabulary development pPrinciples and Standards for School ,1,mtms2007-11-200a,,
Rheta N. Rubenstein,2,mtms2007-11-200a,,
"Mathematics reminds us that communication is central to a broad range of goals in mathematics education (NCTM 2000). These goals include students’ being able to (1) organize and consolidate mathematical thinking; (2) communicate coherently with teachers, peers, and others; (3) analyze and evaluate others’ strategies; and (4) use language to express mathematics precisely. One part of communication is acquiring mathematical language and using it fluently. This article addresses learning vocabulary as one dimension of mathematics communication. ",3,mtms2007-11-200a,,
"It is not surprising that even the narrow aspect of vocabulary usage presents an array of challenges to students (Kenney et al. 2005; Miller 1993; Rubenstein and Thompson 2002; Thompson and Rubenstein 2000). For example, some words are  found only in mathematics, some words are shared with everyday English but have different meanings, and others are changed significantly by mathematical modifiers. Table 1 lists several of these vocabulary challenges with examples that can be found at the middle-grades level. ",4,mtms2007-11-200a,,
"Many authors have suggested general strategies to promote vocabulary development. These include developing concepts before introducing new terms, promoting cooperative learning, using journal writing, having students develop personal glossaries, making literature connections, implementing open-ended assessments that require explanations and justifications, and using cooperative reading (Borasi and Siegel 2000; Kenney et al. 2005; Rubenstein 1996; Rubenstein and Thompson 2002; Thompson and Rubenstein 2000; Usiskin 1996). Murray (2004) provides ",5,mtms2007-11-200a,,
"Rheta Rubenstein, rrubenst@umd.",6,mtms2007-11-200a,,
"umich.edu, teaches preservice students and master’s-degree candidates at the University of Michigan—Dearborn, Dearborn, MI 48128. She is interested in mathematics communication and curriculum development and in making mathematics accessible to all students.  development samples in number strand samples in geometry and  Measurement strands samples in algebra strand samples in data analysis and Probability strand table 1 categories of Mathematics Vocabulary challenges, with examples category of challenge",7,mtms2007-11-200a,,
"Some words are shared with everyday English, sometimes with distinct meanings, sometimes with more technical meanings in mathematics.",8,mtms2007-11-200a,,
Fraction product power prime,9,mtms2007-11-200a,,
Similar,10,mtms2007-11-200a,,
Reflection acute,11,mtms2007-11-200a,,
Some words are shared with science or other disciplines.,12,mtms2007-11-200a,,
Divide (continental) prism,13,mtms2007-11-200a,,
Degree,14,mtms2007-11-200a,,
Some words are found only in mathematics.,15,mtms2007-11-200a,,
Denominator,16,mtms2007-11-200a,,
Some words have multiple meanings in mathematics.  percent,17,mtms2007-11-200a,,
Round,18,mtms2007-11-200a,,
Some words are learned in pairs that often confuse students.,19,mtms2007-11-200a,,
Factor and  multiple at most and at least altitude,20,mtms2007-11-200a,,
Vertex,21,mtms2007-11-200a,,
Isosceles,22,mtms2007-11-200a,,
Round,23,mtms2007-11-200a,,
Square cube tangent,24,mtms2007-11-200a,,
Radius and diameter complement and  supplement area and perimeter,25,mtms2007-11-200a,,
Some words sound like  others (homonyms and near homonyms).,26,mtms2007-11-200a,,
"Sum, some pi, pie two, to, too plane, plain hundreds, hundredths complement, compliment theorem, theory",27,mtms2007-11-200a,,
Modifiers change meanings of words in critical ways.,28,mtms2007-11-200a,,
Fraction versus improper fraction,29,mtms2007-11-200a,,
Bisector versus  perpendicular bisector,30,mtms2007-11-200a,,
Denominator  versus common denominator,31,mtms2007-11-200a,,
Factorization  versus the prime factorization polygon versus regular polygon trapezoid versus isosceles trapezoid hypotenuse polynomial histogram,32,mtms2007-11-200a,,
Variable,33,mtms2007-11-200a,,
Function origin,34,mtms2007-11-200a,,
Relation power,35,mtms2007-11-200a,,
Degree,36,mtms2007-11-200a,,
Vertex,37,mtms2007-11-200a,,
Integer,38,mtms2007-11-200a,,
Mode average,39,mtms2007-11-200a,,
Median,40,mtms2007-11-200a,,
Experiment outlier,41,mtms2007-11-200a,,
Square cube,42,mtms2007-11-200a,,
Range tangent,43,mtms2007-11-200a,,
Domain and range,44,mtms2007-11-200a,,
Range,45,mtms2007-11-200a,,
Dependent and independent horizontal and vertical  combination and  permutation associative and commutative horizontal and vertical,46,mtms2007-11-200a,,
Solve and  simplify,47,mtms2007-11-200a,,
"Intercept,  intersect",48,mtms2007-11-200a,,
"Leaf, leave",49,mtms2007-11-200a,,
Linear equation versus linear equation in slope-intercept form,50,mtms2007-11-200a,,
Number versus random number,51,mtms2007-11-200a,,
Deviation versus standard deviation,52,mtms2007-11-200a,,
"Score versus standard score robust, highly contextualized strategies that are embedded in a problem-solving, inquiry-based classroom. This article moves beyond general strategies to more specific ones, focused on specific language difficulties.",53,mtms2007-11-200a,,
"Kamii and Warrington (1999) note  that of Piaget’s three kinds of knowledge (physical, social, and logicomathematical), language is social knowledge, a convention that is created by people. Although acknowledging that language is a social construct, it is also important to recognize that words have etymologies and relationships to other words that provide some reason for their having been invented or selected to represent certain mathematical ideas or entities. Highlighting these connections in our teaching may help students see some of the logic or reasons behind specific terms. This article suggests how some of this logic can come forward when teachers acknowledge the challenges that students face and incorporate some focused language strategies into teaching. ",54,mtms2007-11-200a,,
WoRds shaRed With eVeRyday english oR otheR disciPlines,55,mtms2007-11-200a,,
"Many terms used in mathematics are also used in everyday language, which can present a source of confusion for students. For example, for many years I was puzzled why so many students in a general pre-assessment activity responded, “True,” to the statement, “All rectangles are similar.” Finally, it dawned on me that students were thinking of the nontechnical meaning of similar. In common English, similar describes things that have some commonality. In this everyday sense, all rectangles may be considered similar because they have four right angles and opposite sides that are parallel and congruent. On the other hand, in the world of mathematics, similar has a technical meaning that is more specific. In mathematics, figures are  similar if they are identical in shape except that one is possibly a direct enlargement of the other. In effect, all corresponding angles are congruent and all corresponding linear measures are proportional. In this sense, a 4 in. × 6 in. rectangle and a 10 in. × 15 in. rectangle are similar, but a 4 in. × 6 in. and a 10 in. × 12 in. rectangle are not.",56,mtms2007-11-200a,,
"Another term with different everyday and mathematical meanings is the word difference. When asked the difference between 99 and 100, a young child responded, “Ninety-nine has two numbers, and 100 has three.” This is a difference in the common English sense but not mathematically where difference is the result when two numbers are subtracted. In a related sense, divide in everyday parlance does not mean that a whole is divided into equal parts as the word intends in mathematics. ",57,mtms2007-11-200a,,
"Another example is the word  fraction. In everyday parlance, someone might say, “I make a fraction of what Bill Gates makes.” In common language, fraction refers to a very small portion of some whole. In mathematics, in contrast, 9/10 could be a fraction, as could 20/20 or 15/4. Mathematically, a fraction need not be a value less than 1, let alone a value close to 0. ",58,mtms2007-11-200a,,
"Further difficulties arise when we  find words that are shared with science or other disciplines. For example, prism is used quite differently in the two subjects. In mathematics, a prism is a three-dimensional shape with two congruent parallel polygon faces (called bases) and parallelograms joining their corresponding points that make the lateral surfaces. In science, a prism is a piece of transparent material, often cut glass, that bends light; a pendant or a piece of a chandelier might be a prism. The shape of the prism in science may be a mathematical prism or it may be a mathematical pyramid or some other less special shape.",59,mtms2007-11-200a,,
How do we help students recognize  these nuanced differences of usage? ,60,mtms2007-11-200a,,
"One first step is being aware of the potential for confusion and being alert to words that are used differently in different realms. Next, we need to find ways to make explicit to students that words may have narrower or more specific meanings in mathematics than they do in everyday life or other disciplines. They need to see the mathematical meaning and compare it, both in terms of commonalties as well as differences, to the everyday English word. Through such conversations, students can learn the rationale behind why someone may have chosen a particular word. For example, the word median is both the center section on a divided highway and the center of a set of data when sequenced from the least to the greatest values. Both words share the meaning of “middle.” But the mathematical meaning is more precise, in that we are first sequencing our set of data, then finding the middle value or the average of the two middle-most values. ",61,mtms2007-11-200a,,
Challenge yourself,62,mtms2007-11-200a,,
"Consider the word acute as used in everyday English (acute pain, acute vision) and as used to describe angles. How are the two meanings alike? How are they distinct? How can you help students recognize the everyday meaning and how that meaning may help them make sense of the mathematical meaning? ",63,mtms2007-11-200a,,
Words found only in mathematics,64,mtms2007-11-200a,,
"Some words are found solely within mathematics. When students encounter words like denominator, isosceles, or polynomial, they sometimes wonder, “Who thought up these hard words?” Words that are used solely within mathematics make some students believe that mathematics is a foreign language. How do we help students make sense of these terms and feel comfortable using them? One powerful strategy is to introduce students to the etymologies, or historical roots  of words. A good source for mathematical word origin explanations is Schwartzman’s The Words of Mathematics (1994). He provides a dictionary of nearly every term used at every level of mathematics, its etymology, related everyday words, a mathematical definition, and often graphics or other tools to support the understanding of meanings. He notes that “technical terms aren’t just arbitrary syllables designed to make [students’] lives more difficult” (1994, p. 1). He reveals the clues within word origins that can help students and teachers see why someone chose or created that word to describe a mathematical idea. Other sources contain specific ideas for middle school and high school teachers (Rubenstein 2000; Rubenstein and Schwartz 2000, 2002, 2003). ",65,mtms2007-11-200a,,
"Word origins provide a valuable link to the hidden meanings in words, and they help us understand why related words have the same roots. For example, denominator comes from the root for “name.” From the same root, we have nominate, which can mean “to name someone for an office.” In addition, when someone uses a misnomer, they are using a “wrong name” or “wrong word.” When we work with fractions, the denominator names the unit. For example, to understand the meaning of 3/5, we must imagine some whole that is broken into five equal parts. Each of these parts is called one-fifth. Then we need to replicate that one-fifth three times to produce three-fifths. The 5 names the unit, which is fifths, and the 3 tells how many (the number, called the numerator) of those fifths. The words denominator and numerator are far less strange when we connect them to their different roles. [Siebert and Gaskin (2006) provide an article that focuses carefully on these two basic fraction concepts of partitioning a whole (corresponding to a denomi-",66,mtms2007-11-200a,,
"Many terms used in mathematics are also used in everyday language nator) and iterating that unit fraction (corresponding to a numerator).] Another strictly mathematical  word is isosceles. It derives from the roots isos meaning “equal” and skelos meaning “leg.” Both an isosceles triangle and an isosceles trapezoid have two legs, or sides, that are equal. Students may be familiar with weatherrelated words having the same root, like isotherm, or isobar, referring to lines on a weather map that join points with the same temperature or barometric pressure. ",67,mtms2007-11-200a,,
