text,__id__,__filename__,,
A l,0,mtms2013-02-348a,,
Zn,1,mtms2013-02-348a,,
Model Eliciting Activities:,2,mtms2013-02-348a,,
A Home Run,3,mtms2013-02-348a,,
Mg,4,mtms2013-02-348a,,
C u,5,mtms2013-02-348a,,
Model Eliciting Activities:,6,mtms2013-02-348a,,
A Home Run,7,mtms2013-02-348a,,
An aluminum bat activity supports goals of STEM learning  by engaging students in resourceful problem solving.,8,mtms2013-02-348a,,
principles (Lesh et al. 2000) that are summarized in table 1. ,9,mtms2013-02-348a,,
"The following problem is typical of those that are consistent with this format. A reading passage introduces the problem; the problem is stated; and a set of questions follows. The questions focus attention on the background knowledge related to the context of the problem. This format gives students the real-life context of the problem, which helps them organize their understanding of the problem situation and develop a mathematical solution model. ",10,mtms2013-02-348a,,
"MEAs are designed to be completed by students in groups. Typically, collaborative groups of three to four students work for about one hour on ",11,mtms2013-02-348a,,
Marta t. Magiera a themselves as mathematics doers  (NRC 2001). Expectations that students develop the types of expertise described above are at the heart of the Standards for Mathematical Practice (CCSSI 2010). ,12,mtms2013-02-348a,,
"An important goal of school mathematics is to enable students to formulate, approach, and refine problems beyond those they have studied, allowing them to organize and consolidate their mathematical thinking (NCTM 2000; CCSSI 2010). To achieve this goal, students should be encouraged to develop expertise in a variety of areas, such as problem solving, reasoning and proof, communication, representation, and connections, as extolled in the NCTM Process Standards. In addition, teachers need to support their students’ development of adaptive reasoning, mathematical understanding, strategic competence, procedural fluency, and productive dispositions toward mathematics and  a context for developing Math expertise",13,mtms2013-02-348a,,
"Model eliciting activities (MEAs) are mathematical case studies that involve several variables. Engaging students in MEAs can help develop the skills and dispositions essential for effective mathematical practice and the expertise needed for resourceful problem solving. MEAs as a class of problems are similarly structured. Their overall design is guided by six  table 1 Six areas comprise the design principles of a model eliciting activity, or MEA. ",14,mtms2013-02-348a,,
Model construction,15,mtms2013-02-348a,,
Reality,16,mtms2013-02-348a,,
Self-assessment,17,mtms2013-02-348a,,
Model documentation generalizability,18,mtms2013-02-348a,,
Effective prototype,19,mtms2013-02-348a,,
"Students must provide an explicit description, explanation, or prediction for a mathematically significant situation.",20,mtms2013-02-348a,,
problem solvers must behave like scientists or engineers who are working for a particular client or organization.,21,mtms2013-02-348a,,
"A group of students use criteria embedded in the activity to self-evaluate their work. in turn, they go beyond their initial ways of thinking to create a model that is more robust and more closely aligned with the needs of the client. Students must produce documentation of their thinking that reveals their mathematical and nonmathematical interpretation of the problem situation. Students must produce models that are generally useful and could be easily modified and applied to situations that are similar to the one being studied.",22,mtms2013-02-348a,,
Students use the concepts that underlie the activity to create simple but powerful models for complex situations.  fig. 1 this excerpt from the choice of the Aluminum Bat activity shows the context in which students were asked to explore mathematics and science.,23,mtms2013-02-348a,,
"“Because bats are so expensive, and last year they dented too easily, i want to purchase bats that are more resistant to denting,” commented coach Meyers.  science context",24,mtms2013-02-348a,,
"Dr. Louisa Rodriguez explained that the size of the crystals in the aluminum is often a good indicator of the relative resistance to denting or strength of the material. She said that aluminum consisting of smaller crystals was stronger than aluminum consisting of larger crystals. Dr. Rodriguez volunteered to provide microscopic photographs of the crystal size called micrographs,  because they were the standard way to compare the size of the crystals.  Materials engineers can chemically treat polished pieces of aluminum to make the boundaries between the crystals more visible. Using a camera attached to a microscope, a picture of the boundaries between the crystals can be obtained, and then the size of the crystals can be estimated.",25,mtms2013-02-348a,,
coach Meyers was fascinated and asked if it is ever possible to see metal  crystals without a microscope. Dr. Rodriguez suggested that coach Meyers check out the new metal poles supporting the traffic lights on a nearby corner. these steel poles are coated with a thin layer of zinc metal that helps prevent rust formation. the zinc metal forms very large crystals that can be readily seen by eye.,26,mtms2013-02-348a,,
