text,__id__,__filename__,,
"exploring segment lengths on the geoboard and potential mathematical ideas that can be explored from simple to complex, this task makes meaningful mathematics accessible to learners with varied levels of prior knowledge. In addition, mathematics vocabulary such as oblique and congruent are introduced in a meaningful context, making the lesson ideal for developing academic language.",0,mtms2008-05-520a,,
"A geoboard (namely, a square board  with holes and pegs, using rubber bands) can be concrete, modeled using square dot paper, or manipulated virtually. (For the latter, see the National Library of Virtual Manipulatives at nlvm.usu.edu/en/nav/vlibrary  .html.) Figure 1 shows a 5-peg × 5-peg geoboard. This investigation focuses on the segments created by joining one peg to another to create oblique segments. The horizontal or vertical distance between two pegs equals 1 unit in length. Figure 1 shows the four possible horizontal segment lengths on a 5-peg × 5-peg geoboard. ",1,mtms2008-05-520a,,
"The investigation begins by asking students to consider whether any other horizontal or vertical segments will have a length other than 1, 2, 3, or 4, as shown in figure 1. This question provides an opportunity to talk about the meaning of congruent. With some reflection, students will understand that any other horizontal and vertical segments are congruent to those already identified because they are equal in length. “How many congruent segments of length 3 are there?” may be a useful question to ask students to check their understanding of congruency. Have students share their strategies for determining the number of segments with length 3 and justify how they determined that there are 20. Once there is agreement that 1, 2,  gGiven a 5-peg × 5-peg geoboard, how  many different lengths can be made by stretching a rubber band to form an oblique (nonhorizontal, nonvertical) segment between any two pegs? This question launches an investigation that requires students to make connections to the Pythagorean theorem, congruence, and combinations. It also leads to the question, “Can the results be generalized to an n-peg × n-peg geoboard?” (Note that we use “n-peg × n-peg” to refer to the dimensions of the geoboard to prevent confusion with the length of the side of the geoboard, which would be n – 1.) With its use of visual representation ",2,mtms2008-05-520a,,
"Mark W. ellis, mellis@fullerton.edu, is a National Board Certified Teacher in early adolescence mathematics and an assistant professor in secondary education at California State University, Fullerton, where he runs a credential program in Foundational-Level Mathematics. His interests include equity in mathematics education and research on characteristics of effective learning environments for middle school mathematics students. david Pagni, dpagni@fullerton.edu, is a recipient of the Presidential Awards for Excellence in Science, Mathematics, and Engineering Mentoring (PAESMEM) and a professor of mathematics at California State University, Fullerton. He is a principal investigator for a National Science Foundation Mathematics and Science Partnership (MSP) project called Teachers Assisting Students to Excel in Learning Mathematics (TASEL-M). His research interests currently center on developing professional learning communities in secondary school mathematics departments.",3,mtms2008-05-520a,,
"exploring segment lengths on the geoboard Mark W. Ellis and david Pagni 3, and 4 are the only lengths possible for horizontal and vertical segments, ask students to consider whether there are any other lengths possible on the geoboard. This will lead into a discussion of oblique, or diagonal (nonhorizontal, nonvertical) segments. At this point, pose the following questions to start the investigation: 1.  How many oblique segments with  different lengths can be made? 2.  What are these lengths, from  smallest to largest?",4,mtms2008-05-520a,,
Have students work in pairs or in groups up to four to explore these queries. They may record their work using the “Lengths on a Geoboard” activity sheet. ,5,mtms2008-05-520a,,
"Encourage students to estimate  the lengths of oblique segments by trying to determine one or two wholenumber lengths they are near or between. For example, consider segment AB shown in figure 2. Its length can be estimated between 3 and 4. When determining the exact length, students may need help recognizing ",6,mtms2008-05-520a,,
AB,7,mtms2008-05-520a,,
"BC that the length of any oblique segment can be computed by picturing  it as the hypotenuse of a right tri2 angle and applying the Pythagorean theorem. For segment AB, right triangle ABC can be formed with the length of leg AC = 1 and the length of leg BC = 3, shown in figure 2. Applying the Pythagorean theorem: xxxx",8,mtms2008-05-520a,,
AC = + 1 9 10 xxxx,9,mtms2008-05-520a,,
AC 25 = + 1 9 10,10,mtms2008-05-520a,,
AB,11,mtms2008-05-520a,,
BC,12,mtms2008-05-520a,,
Fig. 1 The lengths of four horizontal segments,13,mtms2008-05-520a,,
Therefore: ,14,mtms2008-05-520a,,
Fig. 2  The length of AB is 410.,15,mtms2008-05-520a,,
AB 10 ..,16,mtms2008-05-520a,,
10 25 10,17,mtms2008-05-520a,,
"This finding lends itself to thinking about the meaning of 310. What number squared is equal to 10? Students may reason that it is greater than 3 and less than 4, since 32 = 9, 42= 16, and 10 lies between 9 and 16. They might also be encouraged to try squaring some decimal values to see how close they can get to 10, thus obtaining estimates for 310. A discussion of irrational  10 ..",18,mtms2008-05-520a,,
AB is 10 10 10,19,mtms2008-05-520a,,
AB 10 10,20,mtms2008-05-520a,,
"Fig. 3 other segments of length 410 table 1 Combinations of leg lengths for right triangles for a 5-peg × 5-peg geoboard m(leg 1) m(leg 2) mHypotenuse 12 15 310 317 18 313 320 318 325 332 table 2 Combinations of leg lengths for right triangles for a 6-peg × 6-peg geoboard m(leg 1) m(leg 2) mHypotenuse 12 15 310 317 326 18 313 320 329 318 325 334 332 341 350 a 5-peg × 5-peg geoboard. The hypotenuse of each such triangle will be an oblique segment. This fact should not be shared with students up front; students often learn it after making many different triangles using the geoboard or drawing on dot paper. Table 1 offers a way to organize these  possible combinations where m(leg 1) ≤ m(leg 2). Using table 1 or students’ data, help students see the pattern of four different segment lengths with m(leg 1) = 1; three different segment lengths with m(leg 1) = 2; two different segment lengths with m(leg 1) = 3; and one segment length with m(leg 1) = 4  numbers is relevant at this point; 310 is irrational because it cannot be expressed as a terminating or repeating decimal (or as the ratio of two integers).",21,mtms2008-05-520a,,
"Drawing on students’ knowledge of congruency, ask them to explore whether all segments on the geoboard that form the hypotenuse of a right triangle with legs of length 1 and 3 will have the same length, 310 (see fig. 3). Students should pencil in the legs of the right triangles in each case to visually prove it. This also presents a good opportunity to talk about congruent triangles, since all right triangles with legs of length 1 and 3 are congruent by the side-angle-side congruence property. As an extension, ask students to determine how many segments of length 310 can be formed on the 5-peg × 5-peg geoboard and have them justify why they think they have found all 32 such segments.",22,mtms2008-05-520a,,
"With an understanding of how to estimate and find the exact length of oblique segments on a geoboard, students are left to explore the original question: How many oblique segments with different lengths can be made? They can record their efforts using the “Lengths on a Geoboard” activity sheet provided.",23,mtms2008-05-520a,,
"Although there are many approaches to finding a solution, the most efficient is to list all unique combinations of legs of right triangles that can be formed on  table 3 geoboard size and number of oblique segment lengths",24,mtms2008-05-520a,,
Geoboard  ,25,mtms2008-05-520a,,
Number of Pegs in  ,26,mtms2008-05-520a,,
Number of Unique Oblique ,27,mtms2008-05-520a,,
Size 3 × 3 4 × 4 5 × 5 6 × 6,28,mtms2008-05-520a,,
One Row,29,mtms2008-05-520a,,
"Segment Lengths 10 15 table 4 Combination of leg lengths for right triangles for an n-peg × n-peg geoboard m(leg 1) m(leg 2) m(leg 1) m(leg 2) (n – 1) (n – 1) (n – 1) (n – 1) (n – 1) for a total of 4 + 3 + 2 + 1 = 10 unique oblique segment lengths. Another opportunity to promote students’ use of the concept of congruency comes from discussing why it is not necessary to list the combination of m(leg 1) = 2 and m(leg 2) = 1, since no new hypotenuse length is generated.",30,mtms2008-05-520a,,
"Leaving the hypotenuse lengths in square-root form makes it easy to order them from smallest to largest. A discussion about whether all oblique segments have irrational lengths will remind students that the square root of a perfect square (such as 325) is rational; in other words, only the square root of a nonperfect square is irrational.",31,mtms2008-05-520a,,
extension to algebra,32,mtms2008-05-520a,,
"Although this activity provides many opportunities for mathematical investigation, it can be extended into algebra by having students find a generalization for how many oblique segments of different lengths can be made on an n-peg × n-peg geoboard or using dot paper. Start by asking students to explore the same question using a  3-peg × 3-peg, 4-peg × 4-peg, and  6-peg × 6-peg geoboard. For example, for a 6-peg × 6-peg geoboard, the method of listing lengths for unique combinations of legs in right triangles can be extended (from table 1) to adjust for the larger size (see table 2).",33,mtms2008-05-520a,,
10 10 17 17 26 26 29 29 13 13 20 20,34,mtms2008-05-520a,,
