text,__id__,__filename__,,
Putting,0,mtms2012-04-486a,,
Mathematical discourse,1,mtms2012-04-486a,,
A problem-solving pen pal project between preservice teachers and sixth graders presented a lens through which a teacher could view students’ work and her instruction.,2,mtms2012-04-486a,,
Sararose D. Lynch and Johnna J. Bolyard,3,mtms2012-04-486a,,
Mathematical discourse in Writing,4,mtms2012-04-486a,,
"How do your students perform when they are asked to explain how they solved a math problem? Can they identify and communicate their thinking and why they use certain problemsolving methods? What instructional practices support students as they continue to develop these skills? This article describes an action research project in which a sixth-grade teacher engaged students in writing about their problem-solving efforts. The written mathematical work provided new artifacts for examining students’ metacognitive and mathematical communication skills, prompting the teacher to make instructional changes to address students’ needs. ",5,mtms2012-04-486a,,
"As students transition from elementary school to middle school mathematics, topics become increasingly complex and abstract. This transition requires students not only to use their declarative and procedural knowledge but also to communicate how they applied conceptual knowledge in their problemsolving methods. Explaining and justifying their mathematical thinking and reasoning create opportunities for  students to consider mathematical concepts and procedures and the connections among them (Cobb et al. 1997). To organize their thinking and communicate the language of mathematics (NCTM 2000), students must be aware of, evaluate, and regulate their own mathematical thinking—a process often referred to as metacognition (Wilson and Clarke 2004). Mathematical discourse—the  written and spoken mathematical communication that occurs in a classroom—supports students as they construct new mathematical understandings. Engaging in meaningful, structured mathematical discourse gives students opportunities to explain and evaluate their thinking. Written discourse has particular advantages because the act of writing is a refl ective process that can further enhance understanding (Steele 2007). Written discourse also creates a record of students’ work, allowing educators to assess strengths and weaknesses in students’ metacognitive and mathematical problem-solving skills (Kramarski, Mevarech, and Arami 2002) and then design instruction to target students’ needs.",6,mtms2012-04-486a,,
PRoBleM-solVing Pen Pals,7,mtms2012-04-486a,,
"We instituted a pen pal correspondence between a sixth-grade class and preservice teachers enrolled in a mathematics methods course. The sixth-grade students were given opportunities to develop and practice their mathematical communication through focused, individualized written correspondence with a knowledgeable peer. Before beginning the project, the students were comfortable verbally communicating their procedural knowledge as part of their regular classroom routine. The teacher thought that corresponding with preservice pen pals would give them rich opportunities to communicate their mathematical thinking as well as their reasoning. ",8,mtms2012-04-486a,,
Writing is a  reﬂ ective process that can further  enhance  understanding.,9,mtms2012-04-486a,,
The Pen Pal Cycle,10,mtms2012-04-486a,,
"The sixth graders worked in small groups to respond to a main question and additional, open-ended questions posed to promote discourse. The teacher introduced each problem and asked students to complete a graphic organizer with this information:  1.  The problem’s main question 2.  Potential solution methods 3.  The student’s work 4.  The student’s fi nal response ",11,mtms2012-04-486a,,
"The sixth graders then discussed the problem in groups. Finally, students wrote a letter to their pen pal describing their understanding of the problem, their problem-solving methods, their reasons for using those methods, and their answer. The teacher sent completed graphic organizers and letters to the preservice teacher pen pals. ",12,mtms2012-04-486a,,
"After the preservice teachers reviewed their pen pals’ graphic organizers and letters, they crafted responses that included feedback on students’ work and explanations and questions eliciting further explanation of the problem-solving efforts. Extension questions, meant to draw on higher-order thinking skills, were sent to students who understood the problem. The responses were sent to the sixth-grade teacher for her students. The fi nal step in this systematic correspondence was a response from the sixth grader addressing the questions from the preservice teacher’s letter. ",13,mtms2012-04-486a,,
Analyzing Pen Pal Discourse,14,mtms2012-04-486a,,
"After four iterations of this cycle, the sixth-grade teacher reviewed her students’ letters. Although the students were able to describe their solution procedures, many were unable to explain the thinking and reasoning behind those procedures. This prompted her to analyze her students’ work more closely, reading the correspondence between the students and their pen pals to determine what the students were communicating (procedures, thinking and reasoning, and so on) as well as the level of detail and clarity in their explanations. She observed that— 1.  if students thoroughly analyzed  and understood the context of the problem, they were better able to give descriptive, mathematically based explanations of their problem-solving processes.",15,mtms2012-04-486a,,
2.  explicit questioning from the  preservice teacher pen pal further probed students’ mathematical thinking.,16,mtms2012-04-486a,,
Discourse surrounding “Which ,17,mtms2012-04-486a,,
"Graph Is Which” (Sakshaug, Olson, and Olson 2002) illustrates these points. The problem presents two untitled bar graphs and two scenarios about a class of thirty students: the number of times students eat school lunch in a month and the number of pets that each student owns. Students must match each scenario to the appropriate graph. Figure 1 shows that differences in the degree to which the sixth-grade students thoroughly considered and understood the context of the problem infl uenced the level of detail used in describing their reasoning processes.",18,mtms2012-04-486a,,
"Student E understood the context  of the problem and described his mathematical reasoning and thinking. He reasoned that there are only about 20 days of school in a month, so the ",19,mtms2012-04-486a,,
Fig. 1 These excerpts demonstrated the thinking of two sixth-grade students on the “Which Graph Is Which” task.,20,mtms2012-04-486a,,
"student e “I got graph B for pets because graph A shows 25 at the highest point on the y-axis and there’s only about 20 days in school for a whole month. I got 20 from multiplying 5 × 4. Lunches for graph A makes sense to me because it only numbers up to 25, which is closer to 20 than 30. And graph B for lunches doesn’t make sense to me because there are up to 30 on the y-axis. Which is not as equal to 20 as graph A with 25.” student J “I saw how many pets said of 30 students. Graph B had a scale to 30 so I knew graph B would be how many pets. When I saw graph B was how many pets I knew graph A had to be how many times a child packs a lunch.” number of lunches packed should be close to 20. He selected graph A for lunches because the maximum value on the y-axis was 25. ",21,mtms2012-04-486a,,
"In contrast, student J’s explanation did not clearly detail her mathematical thinking and reasoning. The first line  seems to indicate that she interpreted the information about a class of thirty students to apply only to the scenario involving pets. Although she pointed out that graph B had a scale to 30, it is unclear whether she is referring to the x-axis or y-axis (both have scales to  30) or why this observation led to the conclusion that graph B was pets. ",22,mtms2012-04-486a,,
The sixth-grade teacher’s second  observation was that explicit questioning by the preservice teacher elicited more in-depth analysis of the problem and detailed reasoning from the sixthgrade student. The following excerpts from correspondence on the same graph problem provide an example.,23,mtms2012-04-486a,,
The method I used to get my answer was logical reasoning. Graph A would have to be number of pets each student owns because graph B’s y-axis goes to the number 30 and most months have 30 days in them. Another reason I chose what graph A and graph B were was that not very many people have more than 25 pets. ,24,mtms2012-04-486a,,
"In response to this letter, the preservice teacher pen pal asked explicit ",25,mtms2012-04-486a,,
NCTM’s  ,26,mtms2012-04-486a,,
Member Referral Program,27,mtms2012-04-486a,,
Let’s Add Up!  Refer.  Receive.,28,mtms2012-04-486a,,
"Participating in NCTM’s Member Referral Program is fun, easy, and rewarding. All you have to do is refer colleagues, prospective teachers, friends, and others for membership. Then as our numbers go up, watch your rewards add up. ",29,mtms2012-04-486a,,
"Learn more about the program, the gifts, and easy ways to encourage your colleagues to join NCTM at www.nctm.org/referral. Help others learn of the many benefits of an NCTM membership— many benefits of an NCTM membership—",30,mtms2012-04-486a,,
Get started today! mbrref0112_501   journals,31,mtms2012-04-486a,,
Fig. 2 This brief outline of the THINK framework was presented on problemsolving cards.,32,mtms2012-04-486a,,
Don’t forget to THINK: talk about the problem.,33,mtms2012-04-486a,,
how can it be solved? identify a strategy to solve the  problem.,34,mtms2012-04-486a,,
notice how your strategy helped  you solve the problem.,35,mtms2012-04-486a,,
Keep thinking about the problem. ,36,mtms2012-04-486a,,
Does it make sense? Is there another way to solve it? (Thomas 2006),37,mtms2012-04-486a,,
Self-Monitoring Should Address:,38,mtms2012-04-486a,,
What helped you understand the  problem?,39,mtms2012-04-486a,,
Did you find any numbers or information you didn’t need? How did you know?,40,mtms2012-04-486a,,
How did you decide what to do?,41,mtms2012-04-486a,,
Did you think about your answer  after you finished?,42,mtms2012-04-486a,,
How did you decide your answer  was right?,43,mtms2012-04-486a,,
Did you try something that didn’t work? How did you decide that it wasn’t going to work?,44,mtms2012-04-486a,,
"Can something you did in this  problem help you solve other problems?  (Van de Walle, Karp, and Bay-Williams  2009, p. 47) questions designed to encourage the student to more carefully consider the problem context, in particular, how many days of school are in a month. The sixth grader’s response is below: ",45,mtms2012-04-486a,,
"In your 3rd paragraph you wrote about how there are 30 days in a month but, did I attend all of them? No, I am glad I don’t have to attend 30 days a month. When I talked in a group with my friends they explained to me how that if you subtract the weekends . . . you couldn’t pack 30 times a month because you wouldn’t be in school. So I would definitely change my answer to graph A is ",46,mtms2012-04-486a,,
Fig. 3 One sixth-grader’s work showed how her thinking evolved over time.,47,mtms2012-04-486a,,
initial Pen Pal letter,48,mtms2012-04-486a,,
The problem involved determining the number of stamps someone has on the basis of specific clues about different possible row arrangements.,49,mtms2012-04-486a,,
She could have 49 stamps: 7 rows of 7 = 49 stamps. You have to look at the multiples. None of the other numbers go into 49 evenly but 7.,50,mtms2012-04-486a,,
end-of-Year Journal entry,51,mtms2012-04-486a,,
"The problem was to find the missing number from clues using fractional reasoning, knowledge of composite numbers, and the sum.",52,mtms2012-04-486a,,
"This problem is asking me to solve for a missing number so I am going to  use a number sentence. Before writing the equation, I will list the first 8  composite numbers: 4, 6, 8, 9, 10, 12, 14, 15. I almost forgot 9 in my list and almost used 2 because it is even but 2 is prime. I have to add those numbers because the problem says the sum of the first eight composite  numbers. Now I have my number sentence 2/3x = 8 + 78. . . .  packed lunch and graph B is pets. I think the reason I thought the graph A was pets because I don’t have many animals at my house, one dog, but if you lived on a farm you could have like 10 cows and 5 horses so that is a lot of pets. That was something I never thought about. ",53,mtms2012-04-486a,,
"Explicit questions posed by the  preservice teacher prompted the sixth grader to discuss the context with classmates, leading to a deeper understanding of the problem. Further, the second explanation included a more detailed description of the student’s thinking and reasoning.",54,mtms2012-04-486a,,
instRUctional changes,55,mtms2012-04-486a,,
