text,__id__,__filename__,,
QuestionsFermi,0,mtms2007-10-164a,,
"Germaine L. Taggart, Paul E. Adams, Ervin Eltze, John Heinrichs,  ",1,mtms2007-10-164a,,
"James Hohman, and Karen Hickman hHow middle school students view  mathematics is a function of what they learn and how they learn it. Evidence from actual classrooms shows that a serious disconnection sometimes occurs between what students think mathematics can deliver and the real world (Burrill 1997). Students must have the opportunity to discover multiple ways to solve real-life problems through problem solving, using estimation and conjecture, and developing critical communication skills in the classroom.",2,mtms2007-10-164a,,
Principles and Standards for School ,3,mtms2007-10-164a,,
"Mathematics specifies that middle- level students should engage in contextual and meaningful computation to obtain computational fluency. “Students’ understanding of computation can be enhanced by developing their own methods and sharing them with one another, explaining why their methods work and are reasonable to use, and then comparing their methods with the algorithms traditionally taught in school” (NCTM 2000, p.  germaine taggart, gtaggart@fhsu.edu, is the interim chair for the Department of Teacher Education at Fort Hays State University, Hays, KS 67601. Paul adams, padams@fhsu.edu, is an Endowed Professor of the College of Education and Technology at Fort Hays State University. ervin eltze is a retired professor of the Department of Mathematics and Computer Science at Fort Hays State University. John heinrichs, jheinrich@fhsu.edu, is the interim chair for the Department of Geosciences at Fort Hays State University. James hohman, jhoman@fhsu.edu, is the chair for the Department of Chemistry at Fort Hays State University. Karen hickman, karen.hickman@okstate.edu, teaches plant studies at Oklahoma State University, Stillwater, OK 74078. The Fermi project was used in a collaborative course taught to education students on the Fort Hays State University campus.",4,mtms2007-10-164a,,
220). The flexibility of representation that comes through the use of problem solving and estimation skills allows students to more deeply understand numbers and to develop the number sense and computational fluency that is advocated by the NCTM’s Standards.,5,mtms2007-10-164a,,
"Results from the Sixth National Assessment of Educational Progress (Kenney and Silver 1997) imply that students in eighth grade have little sense of the relative magnitude of numbers. This statement is cause for concern, since middle school students “should develop a sense of the magnitude of very large numbers . . . and become proficient at reading and representing them” (NCTM 2000, p. 217). We live in a world of numbers that are both large and small in magnitude. We view international budgets in the trillions of dollars, and describe molecules and atoms with minute values. One strategy that can address the value of working with numbers of magnitude is the use of Fermi questions. ",6,mtms2007-10-164a,,
What are FerMi Questions?,7,mtms2007-10-164a,,
"Fermi questions are attributed to Enrico Fermi, a physicist who came to America from Italy before World War II. His work led to the first nuclear fission reaction and contributed to the construction of the first atomic bomb. He received the Nobel Prize for his work with neutrons (Nobel Foundation 2007). Fermi had the unique ability to do rapid calculations and estimations based on limited information. He not only estimated quantities in the physical world, he also dealt with such questions as this: “How many piano tuners live in New York City?” This habit of mind and method of estimation became identified as Fermi questions. Fermi questions are “the estimation of rough but quantitative answers to unexpected questions about many aspects of the natural world. Fermi delighted to think up and, at once, to discuss and to answer questions which drew upon deep understanding of the world, upon everyday experience, and upon the ability to make rough approximations, inspired guesses, and statistical estimates from very little data” (Morrison 1963, pp. 626–27).",8,mtms2007-10-164a,,
"Fermi questions provide students  the chance to sharpen the skills of problem solving, estimation, numerical reasoning, communication, and questioning. A Fermi question is posed, and limited information is given. The goal is to determine an order-of-magnitude answer by making reasonable assumptions about the situation, not necessarily relying on definite knowledge for an exact answer. The order of magnitude used is typically a power of ten.",9,mtms2007-10-164a,,
