text,__id__,__filename__,,
1P + 4R = 5D:,0,mtms2008-09-122a,,
An Equation for Deepening Mathematical Understanding ,1,mtms2008-09-122a,,
"Alan J. Hackbarth and Margaret J. Wilsman nNo one will argue with the NCTM’s  assertion that students’ implementation of and flexibility with varied representations are central to studying mathematics for deeper understanding (NCTM 2000). In our work with grades 6–8 mathematics teachers, however, we found reasons to be cautious when teaching activities that use multiple representations to develop a deeper understanding of procedures and concepts. In postactivity reflections, our teacher-learners consistently expressed a newfound appreciation for the variety ",2,mtms2008-09-122a,,
"Alan J. Hackbarth, ajhackbarth@wisc .edu, is a former mathematics teacher and middle school principal who is currently completing his doctorate at the University of Wisconsin–Madison. His research interest is in the area of learning how teachers develop conceptual knowledge of the mathematics they teach. Margaret J. Wilsman, wilsman@wisc.edu, is an associate scientist at the Wisconsin Center for Education Research, also at the University of Wisconsin–Madison. She is interested in how professional development can foster change in teachers’ conceptual knowledge and classroom practice.",3,mtms2008-09-122a,,
of valid representations and strategies that can be used to solve a problem. This is a critical point at which to capture the learners’ attention by asking this important question: “Why do the various representations and strategies lead to the same valid solution?”,4,mtms2008-09-122a,,
"If we ended our inquiry here,  without asking “why” different representations are valid, we could at least say that we have awakened a sense of possibility in our teachers. They might have returned to their classrooms with a more flexible attitude toward how  problems may be represented and solved and encourage flexibility in their students’ representations and solutions. However, demonstrating that a problem can be represented and solved using manipulatives, tables, graphs, symbols, and so on does not mean that learners will understand that there are connections between and relationships of mathematical ideas embedded in the problem. On the contrary, students run the risk of developing understanding that is “a mile wide and an inch deep” (U.S. National Research Center 1996). Although students might be able to set up and solve a mathematical task in a variety of ways, they may have little or no idea why a particular representation works, why it may be preferred in a given situation, or why it is equivalent to a different approach. By asking, “Why do various representation and strategies lead to the same valid solution?” we open the door to exploring the connections and relationships within and between mathematical ideas that leads to a deeper understanding of mathematics. Using learners’ representations to answer this question places them in a position to compare, question, or challenge their mathematical understanding and the understanding of others. ",5,mtms2008-09-122a,,
"In this article, we will illustrate the equation 1P + 4R = 5D: From 1 problem (P), our teacher-learners generated 4 representations (R) that led to 5 discussions (D). These discussions focused on the relationships of events within the problem that led to each representation, the connections between the different ways that teachers chose to represent those relationships, and the equivalency of the representations. Although these discussions occurred within the context of a graduate course, we believe that they serve as realistic models for middle school teachers of the kinds of discussions they can and should facilitate in their own middle school mathematics classrooms.",6,mtms2008-09-122a,,
Fig. 1 A general description of the Golden Apples problem  prince picked apples  ---------- ---------- ---------- ----------    First troll    took    apples       Second troll      took      apples     third troll    took    apples    prince arrived   home with   some apples,7,mtms2008-09-122a,,
"An important objective when discussing each solution strategy was to make explicit how a problem context was translated into a problem representation and how a representation led to a problem solution. A second important objective was to give those processes mathematical meaning by associating them with underlying mathematical ideas. We found it was helpful to discuss procedures as being the processes of creating a representation and solving a problem (e.g., converting words to mathematical symbols, symbolic manipulation) and concepts for talking about the underlying mathematical ideas (e.g., rate of change, equivalency, nesting).",8,mtms2008-09-122a,,
one PRobleM,9,mtms2008-09-122a,,
"Our teacher-learners solved the Golden Apples problem (Driscoll 1999, p. 22).",10,mtms2008-09-122a,,
"A prince picked a basketful of golden apples in the enchanted orchard. On his way home, he was stopped by a troll who guarded the orchard. The troll demanded payment of one-half the apples, plus two more. The prince gave him the apples and set off again. A little farther on, he was stopped by a second troll. This troll demanded payment of one-half of the remaining apples, plus two more. The prince paid him and set off again. Just before the prince left the enchanted orchard, a third troll stopped him and demanded onehalf of the remaining apples, plus  two more. The prince paid him, and sadly went home. He had only two golden apples left. How many apples had the prince picked?",11,mtms2008-09-122a,,
"To identify the context of the prob- lem, we asked, “What is going on in this situation?” The responses were (1) the prince picked some apples, (2) he was stopped by a troll who took some apples, (3) he was stopped by a second troll, (4) he was stopped by a third troll, and (5) he arrived home with two apples. Figure 1 is a model that represents these five events; each box needs to be filled with a descriptive symbolic expression and related in some way. The teachers’ knowledge of procedures helped them convert the written words to symbols for each event, and their knowledge of concepts helped them relate the events to one another and form a function rule. This was done in multiple ways, as illustrated below and in the ensuing discussions. ",12,mtms2008-09-122a,,
FouR RePResentAtions,13,mtms2008-09-122a,,
