text,__id__,__filename__,,
  o f   R o b e r t s l y   K .,0,mtms2010-09-104a(1),,
S a l,1,mtms2010-09-104a(1),,
T h e,2,mtms2010-09-104a(1),,
T e a c h e r   c a n d i d a t e s p r o b l e m     r e f i n g   u s i n g   s o l t e a c h i n g   a n d    T h e  ,3,mtms2010-09-104a(1),,
I m p o r t a n t   Te a c h i n g,4,mtms2010-09-104a(1),,
T h i n g   a b o u t i n g,5,mtms2010-09-104a(1),,
P r o b l e m   S o l,6,mtms2010-09-104a(1),,
"I teach a content course in problem solving for middle school teachers. During the course, teacher candidates have the opportunity to confront their insecurities as they actively engage in solving math problems using a variety of strategies. As the semester progresses, they add new strategies to their problem-solving arsenal and explicitly reflect on teaching and learning practices that are conducive to this process.  for a break. My greatest concern is that all the good work we have done will be lost in the flurry of end-of-semester projects, examinations, and grades and that another generation of teachers will teach the way they were taught, forgetting  ing theme in all content courses for this level, it is explicitly brought to the forefront in this course that is dedicated to teaching and learning problem solving. The decision to require this course was driven by the vision of problem solving articulated by NCTM (1980, 1989, 2000), our knowledge of middle school curricula, assessments of teacher candidates, and An Agenda for Action (NCTM 1980). Those publications contained the vision for pre-K−12 mathematics teaching and learning, which also provided direction for states and school districts in developing curriculum guidelines.  l e a r n i n g  I m p o r t a n t",7,mtms2010-09-104a(1),,
"As the semester draws to a close, all are eager    o n  f o r m a t l e c t t h e   the important lessons they have learned. ",8,mtms2010-09-104a(1),,
Although problem solving is an underly-   B o o k .,9,mtms2010-09-104a(1),,
The important thing about teaching problem solving is that you don’t give answers. You can teach strategies to solve problems or you can focus their attention. You can even let the students work together and you can provide them with manipulatives. But the most important thing about teaching problem solving is that you don’t GIVE the answers.,10,mtms2010-09-104a(1),,
—Christine,11,mtms2010-09-104a(1),,
I never realized there were so many ways to approach a problem.,12,mtms2010-09-104a(1),,
I am beginning to understand that problem solving takes time.,13,mtms2010-09-104a(1),,
"When it comes to problem solving, two heads are better than one.",14,mtms2010-09-104a(1),,
I now realize how much group work can contribute to the problem-solving process.,15,mtms2010-09-104a(1),,
