text,__id__,__filename__,,
math for real “when will I ever use this?”,0,mtms2013-05-584a,,
MATH TOPICS ADDRESSED: • Number systems • Exponents • Computer science cThere Are 10 Kinds of People…,1,mtms2013-05-584a,,
"Computer programmers use circuits, which can be programmed off or on. When a circuit is off, it is represented as 0; when on, it is 1. This system forces programmers to represent information using only 0 and 1, or a base 2 number system. The number 1010111 can be read in base 2. Expanded notation for this binary number is similar to expanded notation in the base 10 system:  1010111base 2 = (1 × 26)                      = 87base 10 + (0 × 25) + (1 × 24) + (0 × 23) + (1 × 22) + (1 × 21) + (1 × 20)  1.  a.  Write the following base 10 numbers as binary numbers: 1, 2, 4, 8, 16, 32, 64. Represent each using base 2 blocks (i.e., similar to base 10 blocks). How do these representations compare?",2,mtms2013-05-584a,,
"Edited by Erik Tillema, etillema@iupui .edu, who teaches at Indiana University in Indianapolis, and Fred Dillon, dillon 314@sbcglobal.net, a math educator from Strongsville, Ohio. Manuscripts should show how math is used to solve a real-life problem, preferably in the context of one’s profession, and should be no more than 300 words. Submit manuscripts through http://mtms.msubmit.net.  b.  The rest of the “joke” in the  5.  The letter “b” on the keyboard  activity title is “those who know binary and those who don’t.” Explain this humor.",3,mtms2013-05-584a,,
"is encoded as one more than the encoding for “a.” Explain how to write this number in binary code.  2.  a.  Use base 2 blocks to model  6.  a.  Write the largest 7-digit binary  these numbers: 3, 7, 15, 31, 63. Write each in base 2 form.",4,mtms2013-05-584a,,
  b.  How do the representations  compare?  3.  a.  Write the ﬁ rst 6 even numbers  as base 2 numbers.    b.  Write the ﬁ rst 6 odd numbers as  base 2 numbers.  c.  What patterns occur among  these representations? Why may these patterns be happening? 4.  Each letter and symbol on the keyboard is associated with a binary number (called its ASCII code). The letter “a” on a computer keyboard is encoded as the binary number 1100001. Write this binary number as a base 10 number.  number.,5,mtms2013-05-584a,,
  b. What is its base 10 value? c.  Estimate the number of printable characters. (Remember that “a” and “A” are different characters.)   d.  Can each character be encoded  as a distinct 7-place binary number? How do you know?,6,mtms2013-05-584a,,
Download one of the free apps for your smart phone. Then scan this tag to access the Math for Real solutions that are online at http://www.nctm.org/mtms047. ,7,mtms2013-05-584a,,
"July 8–10, 2013 | New orleans algebra Readiness  for Every Student an nCTM InTeRaCTIve InsTITuTe foR GRades 6–8",8,mtms2013-05-584a,,
"Immerse yourself in two and a half Immerse yourself in two and a half days of professional development days of professional development dedicated to algebra readiness, and dedicated to algebra readiness, and walk away with practical methods to walk away with practical methods to prepare your students for success. prepare your students for success. ",9,mtms2013-05-584a,,
Register by  May 10  and save  $40! ,10,mtms2013-05-584a,,
NCTM’s Interactive Institute offers a variety NCTM’s Interactive Institute offers a variety of activities and instructional techniques to give your students opportunities to develop strong algebraic reasoning skills. You’ll also learn strategies that will help you align your instruction with the Common Core State Standards while giving your students the tools they need to succeed.,11,mtms2013-05-584a,,
"• Gain strategies to teach your students the knowledge and skills that lead to future success in algebra.  • Understand how concepts within multiple   domains of the Common Core State Standards  for Mathematics support algebraic reasoning • Improve your assessment techniques for the   math classroom.  • Reinforce, expand, and apply what you learn  by participating in optional extended online  professional development during the school year.",12,mtms2013-05-584a,,
Don’t miss this exciting math education professional development opportunity. Save $40 when you register by May 10. Visit www.nctm.org/algebra to learn more and register. ,13,mtms2013-05-584a,,
Space is limited— ReGISTeR ToDaY!  www.nctm.org/algebra,14,mtms2013-05-584a,,
New series for 2013,15,mtms2013-05-584a,,
COMMON CORE DUAL PATHWAYS,16,mtms2013-05-584a,,
COMMON CORE DUAL PATHWAYS,17,mtms2013-05-584a,,
COMMON CORE DUAL PATHWAYS,18,mtms2013-05-584a,,
COMMON CORE DUAL PATHWAYS,19,mtms2013-05-584a,,
COMMON CORE DUAL PATHWAYS,20,mtms2013-05-584a,,
FOR MIDDLE SCHOOL MATHEMATICS,21,mtms2013-05-584a,,
A focused and coherent Common Core  Curriculum,22,mtms2013-05-584a,,
Embedded Mathematical Practices  through a Balanced Approach to Instruction,23,mtms2013-05-584a,,
Daily support for teachers in managing  the Common Core State Standards,24,mtms2013-05-584a,,
Continuous preparation for Common  Core Assessment,25,mtms2013-05-584a,,
Ron Larson,26,mtms2013-05-584a,,
Laurie Boswell,27,mtms2013-05-584a,,
Contact your Holt McDougal representative today for a preview   of this exciting and unique program!  (800) 462-6595 • BigIdeasMath.com,28,mtms2013-05-584a,,
